id,site_id,type,filename,name,lat,lon,description,image
1,8,bathroom,,Bathroom,43.0872,-89.42,Male/Female Pit Toilets,
2,8,parkinglot,,Parking Lot,43.0843,-89.4296,Paid Parking M-F,
3,8,busstop,,University Bay & Picnic Point (EB),43.0843,-89.4291,,
4,8,busstop,,University Bay & Picnic Point (WB),43.0843,-89.4289,,
5,8,birdpoi,,University Bay,43.0837,-89.4248,Hotspot for migratory waterfowl,
6,8,birdpoi,,Picnic Point Marsh,43.0867,-89.4226,"Hotspot for marsh birds, woodpeckers, and waterfowl. Highlights include Red Headed Woodpecker, Pileated Woodpecker, Wood Ducks, and more.",
7,8,trail,lsnpparkingtopp,Parking Lot to Picnic Point,,,"Mostly Crushed Stone, Eroded in some places, can be wet and muddy in winter and early spring. ",
8,1,parkinglot,,Parking Lot,43.166874,-89.364626,Gravel parking lot with handicap parking signs present. Spaces are not marked but the area is large and can accommodate vans. ,
9,1,bathroom,,Bathroom,43.167079,-89.365069,"Doorframes are at least 32"" across. Stall size is minimum 60"" x 60"". Very spacious handicap stall. There are no mirrors or hand dryers in the restroom, just two toilet stalls (one handicap), a sink, and a roll of paper towels on a chain by the door.",
10,1,birdpoi,,Yahara River,43.170866,-89.369126,Great place to view migratory waterfowl. Bald Eagle and Osprey nest along the river.,
11,1,birdpoi,,Forest,43.170532,-89.363233,"The wooded areas and woodland edges have scarlet tanager, indigo bunting, rose-breasted grosbeak and woodpeckers.",
12,1,birdpoi,,Prairie,,,Eastern bluebird and tree swallow nest in the prairie.,
13,1,birdpoi,,Marsh,,,"Wetlands are great place to view marsh birds such as snipes, raills, and the infamous American Woodcock.",
14,1,trail,,,,,,
15,2,parkinglot,,Parking Lot,43.148465,-89.38257,Open gravel parking are. No marked handicap spots available.,
16,2,bathroom,,Bathroom,43.148432,-89.382401,"Single all-gender bathroom in the parking lot. It is not a port-a-potty. Door is at least 32"" across. Dimensions of the sink and toilet unknown.",
17,2,birdpoi,,Downed Trees,43.149014,-89.379548,"These old dead trees create ideal perches for birdwatching, including sightings of the striking red-headed woodpecker.",
18,2,birdpoi,,Forest,43.149673,-89.382581,"The wooded areas attract woodpeckers, nesting Baltimore orioles, blue-gray gnatcatchers, and a variety of wood-warblers.",
19,2,birdpoi,,Pond,43.149452,-89.380678,"Sandhill cranes are frequently seen or heard, and the ponds often host wood ducks, great blue herons, green herons, and belted kingfishers.",
20,2,trail,cmsmergansertrail,Merganser Trail,,,"The Merganser trail is primarily mowed grass with prairie on either side (80% of trail). There are some inclines and declines, and in wooded section near the end, some mud, possible protruding roots and rocks (~20%).",
21,3,parkinglot,,Parking Lot,43.031086,-89.349058,Paved lot with bumps and potholes present. There is one designated handicap parking space in this lot which can accommodate a van. There are 18 parking spaces total.,
22,3,birdpoi,,Viewing Platform,43.031625,-89.348893,Viewing platform and boardwalk provides great views of wetland habitat and Nine Springs Creek.,
23,3,birdpoi,,Forest,43.032765,-89.350792,"The wooded and brushy areas around the marsh attract warblers, sparrows, and other songbirds, especially during migration.",
24,3,birdpoi,,Lagoons,43.03479,-89.351579,"The lagoons, part of an environmentally focused wastewater treatment facility, provide essential feeding and resting grounds for over 250 species of birds and wildlife. During spring and fall migration, the ponds teem with waterfowl, while cranes can often be seen roosting in the evening. Shorebirds, wading birds, and secretive species like rails frequent the area when water levels are low. Along the northern edge, where woods meet a creek, rusty blackbirds can reliably be found roosting with flocks of other blackbirds.",
25,3,access,,Bumpy Incline,43.032949,-89.351334,Small stretch (~20ft) of incline that connects bike path to pond trails. Somewhat steep and mildly bumpy,
,3,bathroom,,Bathroom,43.03105379,-89.34930023,Only open in Summer.,
26,3,trail,ninespringstrail,Nine Springs Trail,,,"There is a wooden boardwalk near the parking area and a paved, asphalt bike trail that leads to the entrance of the ponds. The trails around the retention ponds are a mix of crushed gravel, dirt, and grass. They are flat but occasionally have potholes and can be muddy after a rain. There are some stretches were the grass can get tall in the summer, but the main stretch on the front (south) side of the first, second, and third ponds is flat, packed gravel without a lot of vegetation and very easily navigable. There is only one small incline, found on a dirt path that connects the bike trail to the gravel trails around the pond. This short section of trail would pose the biggest challenge to a wheelchair user, as it has a slight incline and also mildly bumpy.",
27,4,birdpoi,,,,,,
28,4,birdpoi,,,,,,
29,4,trail,,,,,,
30,4,busstop,,School at Northland,43.146205,-89.382616,,
31,5,parkinglot,,Parking Lot,43.02957,-89.331187,"paved surface, regular accessible spots, van accesible spots, curb cuts present",
,5,bathroom,,Bathroom,43.029442,-89.330281,Closed seasonally.,
32,5,bathroom,,Bathroom,43.033294,-89.325608,Closed seasonally.,
33,5,birdpoi,,Fishing Pier,43.029017,-89.329219,This Accessible fishing is a great lookout for waterfowl on Lake Waubesa.,
34,5,birdpoi,,Forest,43.03411,-89.324707,The wooded sections of Lake Farm County Park are great for finding songbirds and woodpeckers.,
35,5,birdpoi,,Yahara River Trail,43.03497,-89.322209,"The Yahara River Trail is North America's longest inland boardwalk bridge for non-motorized transit. This trail is also an amazing place to see different species of waterfowl including swans, ducks, and geese. ",
36,5,birdpoi,,Prairie,43.034871,-89.326284,"As you look around the prairie back to the parking lot, keep an eye out for different prairie species such as tree swallows, song sparrows, and bluebirds.",
37,5,trail,lakefarmtrail,Lake Farm County Park Trail,,,any trail surface types present. Starts as grass before transitioning to packed dirt. Some low-lying areas get muddy after rain. Some sections are more packed dirt or crushed limestone. The bike path that runs along the prairie and to the boardwalk is asphalt. The boardwalk is wooden planks (in very good condition).,
38,6,parkinglot,,Parking Lot,43.06861,-89.442077,There is a large lot with designated handicap spaces (large enough for van access).,
39,6,bathroom,,Bathroom,43.068254,-89.44183,Restrooms at this location are usually closed in late fall through early spring.,
40,6,birdpoi,,Forest,43.069526,-89.442334,Mix of young and old growth vegetation. Warblers and thrushes can be found in the wooded areas. Owls are often heard in the forested sections.,
41,6,birdpoi,,Ready Prairie,43.07063,-89.439868,Check out this small prairie for a chance to see some grassland birds.,
42,6,busstop,,Bluff & Hoyt (EB),43.070328,-89.441585,,
43,6,busstop,,Bluff & Hoyt (WB),43.070308,-89.442118,,
44,6,trail,,,,,,
45,7,parkinglot,,Parking Lot,43.094062,-89.369481,"There is paved parking across Sherman Ave at Tenney Park, which includes several regular parking spots in addition to some van accessible parking spots.",
46,7,bathroom,,Tenney Lock & Dam Bathrooms,43.094968,-89.370575,There are bathrooms on site at the Tenney Park Lock and Dam.,
47,7,bathroom,,Tenney Park Beach Bathrooms,43.093302,-89.372673,Bathrooms  near tenney park beach,
48,7,birdpoi,,Lake Mendota,43.09562328,-89.37106248,"Explore the Tenney Park Lagoon, Yahara River, and Lake Mendota to spot the different waterfowl that migrate through the area.",
49,7,birdpoi,,Tenney Park Lagoon,43.09397,-89.370042,"Explore the Tenney Park Lagoon, Yahara River, and Lake Mendota to spot the different waterfowl that migrate through the area.",
50,7,birdpoi,,Yahara River,43.094362,-89.369341,"Explore the Tenney Park Lagoon, Yahara River, and Lake Mendota to spot the different waterfowl that migrate through the area.",
51,7,trail,tenneypier,Parking Lot to Tenney Park Pier,,,The path is entirely paved concrete and in generally good condition.,
52,7,busstop,,Sherman at N Thorton,43.094436,�-89.369979,,
53,9,parkinglot,,Woodland Park Parking Lot,43.054828,-89.321202,"here is one van-accessible handicap parking space in front of the main ALNC building, next to a EV charging station. There are several additional, standard lined spaces.",
54,9,parkinglot,,ALNC Parking Lot,43.05457,-89.322436,"Additional paved lot with standard spaces for Woodland Park, a city park, which is on the opposite (left) side of the road as you drive in.",
55,9,bathroom,,Bathrooms,43.054499,-89.320994,"Bathrooms are open when  buildding is open. 9am - 4pm Monday-Friday, 10am-2pm Saturday and Sunday.",
56,9,birdpoi,,Pond,43.053661,-89.319232,This pond is often visited by Green and Great Blue Herons.,
57,9,birdpoi,,Wetland,43.052857,-89.317867,Sandhill Cranes are known to nest in this marsh.,
58,9,birdpoi,,Forest Edge,43.053705,-89.318018,"Forest edge is often visited by warblers, vireos, woodpeckers, ad thrushes during migration and summer.",
59,9,trail,alcntrail,ALNC Outer Trail Loop,,,"Trails are well-maintained and a mix of asphalt, concrete, hard-packed soil, thick grass, and wooden boardwalks. Boardwalk section does have a few rotted wooden planks. Trails near the play area are packed dirt and may be muddy after a rain. There are many trails throughout the preserve to make this loop shorter or longer.",
60,10,parkinglot,,Parking Lot,43.005279,-89.295374,Paved lot with one van-accessible parking space. Curb cuts are present.,
61,10,bathroom,,Bathroom,43.005043,-89.295215,"There is a ""family"" toilet that is listed as wheelchair accessible. There are railings in the restroom and the heights of the toilet, sink, soap, and hand dryers all seem designed to be wheelchair accessible. The toilet is a single toilet in a large room. It is heated during the winter.",
62,10,birdpoi,,Observation Deck,43.004575,-89.294955,"Obervation deck with two ADA-accessible telescopes on the platform that are free to use year-round. Yahara River's flow often keeps the water near the platform open, even when the lake is iced over. Swans, geese, and a wide variety of waterfowl species can be spotted during these seasons.",
63,10,trail,lewispark,Parking Lot to Observation Deck,,,Path is asphalt with wooden boardwalk.,
,10,birdpoi,,Purple Martin Houses,43.00470517,-89.29469865,"These large bird houses are home to Purple Martins, a unique species that prefers to nest in man made structures.",
64,11,parkinglot,,Parking Lot,43.139,-88.896208,"3-4 van accessible spots in grassy parking lot marked with a ""Sanctuary Parking"" sign off of Prairie Lane. Sloped and uneven gravel to get out of parking area. Located next to a kiosk with information about Faville Grove Sanctuary.",
65,11,parkinglot,,Parking Pull Off,43.139182,-88.891117,Gravel pull off,
66,11,parkinglot,,Parking Pull Off,43.139004,-88.886304,Gravel pull off,
67,11,parkinglot,,Parking Pull Off,43.146372,-88.882486,Gravel pull off,
68,11,parkinglot,,Parking Pull Off,43.1508,-88.882583,Gravel pull off,
69,11,birdpoi,,Lake Mills Ledge,43.140147,-88.895824,"Lake Mills Ledge runs both North and South of Prairie Lane through open savanna vistas with Red-headed Woodpeckerm Great Horned Owl, and Orchard Oriole",
70,11,birdpoi,,Charles Prairie,43.142405,-88.884947,"Charles is a very well restored prairie, and has lots of birds such as bobolinks which fill the prairie with bubbly robot-like songs. ",
71,11,birdpoi,,Martin Prairie,43.143523,-88.879833,This prairie is often very wet in spring as the snow melts and the nearby Crawfish River floods. Listen for Dickcissels and look for Bald Eagles that nest along the river.,
72,11,birdpoi,,Crawfish River,43.149866,-88.871925,The Crawfish River marks the easternmost boundary of Faville Grove Sanctuary. Hike the Crawfish River trail to enjoy a view of the river and the floodplain abutting Tillotson Prairie. Look for evidence of beavers or river otters near the river?.Can you find the Bald Eagle nesting along the river?,
73,11,trail,prairielane,Prairie Lane,,,,
,12,parkinglot,,Parking Spot,,,There is one spot available on the right (east) side of the gravel driveway that abuts a fence and an old farmstead. Please only park on the right side and do not block access to the left side.,
,12,parkinglot,,Street Parking,,,"You may also park well off the road along Highway 89, though there is a slight slope when doing so.",
,12,birdpoi,,,,,,
,12,birdpoi,,,,,,
,12,trail,,,,,,
,13,parkinglot,,Parking Lot,43.051832,-89.376803,Large paved lot with ample parking spaces adjacent to the trailhead. None marked as accessible parking spaces. Bumps and potholes present.,
,13,busstop,,John Nolen at E Olin (SB),43.050326,-89.377876,,
,13,busstop,,John Nolen at E Olin (NB),43.051597,-89.377877,,
,13,trail,turvilleprairieloop,Prairie Loop,,,"1.5 miles. Entry area includes some asphalt and paved trail for about 1/3 mile. This area has uneven blocks and asphalt with potholes. Aside from this area, the trails around the conservancy are primarily packed dirt or mowed grass which can be muddy depending on weather conditions. Wooded sections may be narrow with roots and rocks.",
,13,trail,turvillelakeloop,Lake Loop,,,"0.6 miles. Entry area includes some asphalt and paved trail for about 1/3 mile. This area has uneven blocks and asphalt with potholes. Aside from this area, the trails around the conservancy are primarily packed dirt or mowed grass which can be muddy depending on weather conditions. Wooded sections may be narrow with roots and rocks.",
,13,birdpoi,,Forest,43.051989,-89.374649,"In the wooded sections of Turville Point you can expect to find many different species of songbirds and woodpeckers. During migration flycatchers vireos, warblers, and thrushes can be seen and heard throughout the towering trees,",
,13,birdpoi,,Prairie,43.05086,-89.373935,Black birds and sparrows can be seen dancing around the 7-acre prairie.,
,13,birdpoi,,Lake,43.052762,-89.366483,The lake loop provides a great vantage point to see migratory waterfowl around Lake Menona.,
,14,parkinglot,,Parking Lot,43.118742,-89.477046,Paved lot. There are four van-accessible spaces with a wide aisle. Curb cuts are present right by those spaces.,
,14,bathroom,,Bathroom,43.11864534,-89.47734543,Bathrooms appear to be accessible,
,14,trail,orchidheights,Pheasant Branch Conservancy Northeast Trail,,,This section of accessible trail is about half a mile across or one mile doubling back.,
,14,birdpoi,,Grassland,43.11842,,"Grassland birds such as field sparrows, wrens, and blackbirds can be seen around the park.",
,14,birdpoi,,Ponds,-89.478654,,Many different species of waterofowl seek refuge in these ponds during migration. Sandhill cranes are frequently heard and seen in the area. ,
,15,parkinglot,,Parking Lot,43.101429,-89.500772,,
,15,bathroom,,Bathroom,,,Nearby Parisi Park has public bathrooms and an accessible fountain from May 15-September 15 (open seasonally).,
,15,trail,creekcorridor,Pheasant Branch Creek Corridor Trail,,,"The trail surface is primarily worn asphalt and concrete throughout, with some areas being more similar to packed dirt or stone. Wooden bridges provide access over areas of the creek. There are many unmarked ""foot paths"" that are packed dirt or sand.",
,25,trail,yaharalfcp,Lake Farm County Park to Yahara River Boardwalk,,,Trail starts at Lake Farm County Park and is about 1 Mile from the parking  lot to the board walk. The trail is mostly mowed grass. Can get quite muddy. Mostly flat and wide.,
,25,trail,yaharamcfarland,McDaniel Park to Yahara River Boardwalk,,,Trail starts at McDaniel Park and is about 0.5 Miles from the parking  lot to the board walk. The trail is entirely paved.,
,25,parkinglot,,Lake Farm County Park Parking Lot,43.02957,-89.331187,"paved surface, regular accessible spots, van accesible spots, curb cuts present",
,25,bathroom,,Bathroom,43.029442,-89.330281,Closed seasonally.,
,25,bathroom,,Bathroom,43.033294,-89.325608,Closed seasonally.,
,25,birdpoi,,Forest,43.03411,-89.324707,The wooded sections of Lake Farm County Park are great for finding songbirds and woodpeckers.,
,25,birdpoi,,Yahara River Trail,43.03497,-89.322209,"The Yahara River Trail is North America's longest inland boardwalk bridge for non-motorized transit. This trail is also an amazing place to see different species of waterfowl including swans, ducks, and geese. ",
,25,parkinglot,,McDaniel Park Parking Lot,43.02671878,-89.3074136,Large paved parking lot at McDaniel Park,
,16,parkinglot,,Street Parking,43.08624461,-89.50714584,Parking is along Middleton St and other neighborhood streets where permitted.,
,16,birdpoi,,Purple Martin Houses,43.08826396,-89.51091322,"These large bird houses are home to Purple Martins, a unique species that prefers to nest in man made structures.",
,16,birdpoi,,Forest,43.08559503,-89.51039412,The forested sections around Stricker's Pond are home to many woodland songbirds and woodpeckers.,
,16,birdpoi,,Kettle Pond,43.08702894,-89.50941243,"�Stricker's Pond is a haven for waterfowl and waterbirds, especially during migration seasons.",
,16,birdpoi,,Marsh,43.08495539,-89.50765184,The marshy sections around the pond are a great place to see blackbirds and sparrows.,
,16,trail,strickerspond,Stricker's Pond Loop,,,The the southeast section is paved and part of a bike path. The north sections of the trail are packed gravel or stone. The trail connecting the southern section to the northern section on the west side of the pond winds through the woods and is loose/packed dirt with roots and rocks sticking out in places.,
,17,parkinglot,,Street Parking,43.08966702,-89.50705211,"Parking is restricted to neighborhood streets where permitted (along Voss, Sweeney).",
,17,busstop,,N Gammon at Fortune (SB),43.08821237,-89.5022683,,
,17,busstop,,N Gammon at Fortune (NB),43.0882623,-89.50196176,,
,17,birdpoi,,Marsh,43.09059993,-89.50704666,The marshy sections around the pond are a great place to see blackbirds and sparrows.,
,17,birdpoi,,Kettle Pond,43.09071074,-89.50484659,"This shallow kettle pond is home to a rich variety of wildlife, including muskrat, garter snakes, snapping turtles, and amphibians like spring peepers and spotted salamanders. Birdlife is especially abundant, with blue-winged teal, great blue herons, wood ducks, green herons, mallards, Canada geese, cattle egrets, black-crowned night herons, and double-crested cormorants often spotted in the area.",
,17,birdpoi,,Forest,43.0917924,-89.50464412,Keep an eye out for song birds and woodpeckers in the treeline along the path.,
,17,trail,tiedemanspond,Tiedeman's Pond Trail,,,,
,18,parkinglot,,Parking Lot,43.05598649,-89.42723104,Plenty of parking spaces in the lot near Wingra Boats or along the street in the neighborhood. Be mindful to check signage about parking. Van-accesible parking in lot. Curb cuts are present.,
,18,trail,honeeum,Ho Nee Um Pond,,The trail terrain is very challenging and rotates between packed and loose/muddy dirt (70%) and wooden boardwalk (20%),,
,18,birdpoi,,Ho Nee Um Pond Trail,43.0546584,-89.42977743,Ho Nee Um Pond is a great place to see watefowl seeking shelter from Lake Wingra. Keep an eye out for the turtles sunbathing on the logs around the pond.,
,18,birdpoi,,Forest,43.05553774,-89.42824129,"The forested sections of Ho Nee Um Pond Trail are home to many song birds, woodpeckers, and even a pair of Barred Owls. ",
,18,busstop,,Monroe at Knickerbocker,43.05709631,-89.42933311,,
,18,busstop,,Monroe at Knickerbocker,43.05712597,-89.42886397,,
,18,birdpoi,,Lake Wingra,43.05385698,-89.42789668,Lake Wingra is a wonderful place to migrating waterfowl as they pass through.,
,19,parkinglot,,Parking Lot,43.05049974,-89.43695286,Small parking lot maintained by UW?Madison.,
,19,busstop,,Monroe at Glenway,43.05282732,-89.43571474,,
,19,busstop,,Monroe at Glenway,43.05308211,-89.4348618,,
,19,busstop,,Glenway at Monroe,43.05322323,-89.43544116,,
,19,birdpoi,,Spring Trail Pond,43.04981643,-89.43625946,"The spring-fed pond remains partially open in winter, making it a great birding location during the colder months.",
,19,birdpoi,,Steven's Pond,43.04920065,-89.4363615,Check out the neighboring pond for waterfowl seeking shelter from the larger lakes. ,
,19,birdpoi,,Forest,43.04940685,-89.43714731,Common backyard birds escape the noise of the nearby neighborhood here in the forested sections of Spring Trail Pond.,
,19,birdpoi,,Marsh,43.04869103,-89.43661899,The marshy areas around the pond are a great place to spot blackbirds and sparrows.,
,19,trail,springtrailpond,Spring Trail Pond,,,"The trail from the lot includes a small amount of paved asphalt sidewalk, but closer to the water is primarily grass or packed dirt. Some roots are present in the packed dirt and grassy sections.",
,19,access,,Water Crossing,43.04996603,-89.43698677,There is a small water crossing that requires walking across a few large flat rocks. To get to Steven's pond you can alterantively go around on the sidewalk.,
,20,parkinglot,,Parking Pull Off,43.31652431,-89.3665826,Gravel Pull Off,
,20,birdpoi,,Goose Pond,43.3170392,-89.36584772,"Goose Pond is an essential stop during migration, hosting waterfowl and shorebirds that rely on its abundant resources. Year-round, the sanctuary is home to diverse wildlife, including grassland birds, raptors, and songbirds.",
,20,trail,wingspan,,,,Path is well-packed crushed stone,
,20,birdpoi,,Wingspan Pavillion,43.31623038,-89.365861,"The Wingspan Pavilion, completed in 2017, stands as a tribute to land managers Mark Martin and Sue Foote-Martin, who have dedicated nearly four decades to restoring Goose Pond's prairies and wetlands. This artfully designed structure features wooden seating, metal sunshades, and bird-inspired artwork, providing a space for visitors to enjoy panoramic views of Goose Pond and the surrounding Bicentennial Prairie.",
,21,parkinglot,,Parking Lot,43.33958523,-89.30772915,Gravel parking lot,
,21,trail,schoenberg,Schoenberg Marsh Trail,,,Path is asphalt and concrete.,
,21,birdpoi,,Overlook,43.34470299,-89.30915454,"The trail features a viewing deck at its endpoint, equipped with scopes for your bird viewing pleasure, providing a perfect opportunity to spot a variety of waterfowl and other bird species that frequent the marsh. Open from February through November, Schoenberg Marsh is a serene destination for birding enthusiasts, especially during migration seasons.",
,28,parkinglot,,Parking Lot,43.02644426,-89.40002174,Paved lot with van-accessible parking.,
,28,bathroom,,Bathrooms,43.02636191,-89.40021217,ADA-Accesible Bathrooms.,
,28,birdpoi,,Ponds,43.02585822,-89.40037016,Two spring-fed ponds provide a haven for waterfowl and herons.,
,28,birdpoi,,Forest,43.02554505,-89.39990348,The wooded sections along the trail can be a great place to view woodland songbirds and woodpeckers.,
,28,birdpoi,,Marsh,43.02512398,-89.39988761,Keep an eye out for marsh birds at the south end of the trail!,
,28,trail,jennikyle,Jenni & Kyle Preserve Trail,,,Asphalt trail surface.,
,29,parkinglot,,Parking Lot,43.12703463,-89.40017004,The parking lot is unmarked gravel. No spots are designated at all. The lot is a bit bumpy.,
,29,birdpoi,,Forest,43.12427226,-89.40147576,The forest sections of Governor's Island are a reliable stopover spot for migratory birds such as American Redstarts and Warbling Vireos.,
,29,birdpoi,,Three Foot Bay,43.12627688,-89.40152941,Keep an eye out for waterfowl hanging around Lake Mendota. Look closer to the island's edge for nesting bank swallows. ,
,29,access,,Gate,43.12634359,-89.40037552,"The gate to the trail is always closed. There are gaps around both sides of the gate. The gap around the right side of the gate when entering the trail is wider at 35"", but it has some shrubs that overlap it.",
,29,trail,governorsisland,Governor's Island Trail,,,"The majority of the trail is very smooth and flat wih well-packed crushed stone, but there are a few places, especially on the east side of the loop, that are a bit rutted or bumpy.",
,30,parkinglot,,Street Parking,43.11745249,-89.50826837,"No parking lot, but street parking is available on each side of the trail: in the neighborhood on Misty Valley Dr and on Graber Rd. Curb cuts are present on each side as well.",
,30,parkinglot,,Street Parking,43.12209643,-89.50403901,"No parking lot, but street parking is available on each side of the trail: in the neighborhood on Misty Valley Dr and on Graber Rd. Curb cuts are present on each side as well.",
,30,birdpoi,,Graber Pond,43.11982048,-89.50707752,"The pond is a home for waterfowl, including wood ducks, mallards, blue-winged teal, canada geese, great blue herons, and green herons",
,30,birdpoi,,Wetland,43.11950384,-89.50842995,Check out the far edges of the pond to look for wading and wetland bird species.,
,30,birdpoi,,Forest,43.11834951,-89.50747446,The wooded sections are home to many woodland songbirds and woodpeckers.,
,30,trail,graberpond,Graber Pond Trail,,,"On either end of the boardwalk are paved asphalt pathways. The boardwalk is wooden, has some raised planks or holes at times but is generally well maintained with planks being replaced with some frequency. There is no railing along the boardwalk and there is a raised, two-inch-tall wooden barrier along the sides. Please note: During years with excess rainfall, the boardwalk may be underwater at its lowest points",